locus_tag	ftype	length_bp	gene	EC_number	COG	product
53965_StreptomycesisolateR1_05200	CDS	1515	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
53965_StreptomycesisolateR1_05201	CDS	2253	ydfJ_3		COG2409	Membrane protein YdfJ
53965_StreptomycesisolateR1_05202	CDS	585	ydaF_2	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
53965_StreptomycesisolateR1_05203	CDS	594				hypothetical protein
53965_StreptomycesisolateR1_05204	CDS	186				hypothetical protein
53965_StreptomycesisolateR1_05205	CDS	3231				hypothetical protein
53965_StreptomycesisolateR1_05206	CDS	198				hypothetical protein
53965_StreptomycesisolateR1_05207	CDS	1176				hypothetical protein
53965_StreptomycesisolateR1_05208	CDS	999	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
53965_StreptomycesisolateR1_05209	CDS	945	ghrB	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
53965_StreptomycesisolateR1_05210	CDS	3093				hypothetical protein
53965_StreptomycesisolateR1_05211	CDS	1842	ilvB1	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvB1
53965_StreptomycesisolateR1_05212	CDS	525	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
53965_StreptomycesisolateR1_05213	CDS	999	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
53965_StreptomycesisolateR1_05214	CDS	1590	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
53965_StreptomycesisolateR1_05215	CDS	1566	qacA_4		COG0477	Antiseptic resistance protein
53965_StreptomycesisolateR1_05216	CDS	591				hypothetical protein
53965_StreptomycesisolateR1_05217	CDS	1281				hypothetical protein
53965_StreptomycesisolateR1_05218	CDS	927	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
53965_StreptomycesisolateR1_05219	CDS	1641	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
53965_StreptomycesisolateR1_05220	CDS	132				hypothetical protein
53965_StreptomycesisolateR1_05221	CDS	1044	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
53965_StreptomycesisolateR1_05222	CDS	1089	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
53965_StreptomycesisolateR1_05223	CDS	1449				hypothetical protein
53965_StreptomycesisolateR1_05224	CDS	699	ureA_1	3.5.1.5	COG0831	Urease subunit alpha
53965_StreptomycesisolateR1_05225	CDS	1713	ureC_1	3.5.1.5		Urease subunit alpha
53965_StreptomycesisolateR1_05226	CDS	1020	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
53965_StreptomycesisolateR1_05227	CDS	603	betI_6			HTH-type transcriptional regulator BetI
53965_StreptomycesisolateR1_05228	CDS	1605	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
53965_StreptomycesisolateR1_05229	CDS	1350				hypothetical protein
53965_StreptomycesisolateR1_05230	CDS	969				hypothetical protein
53965_StreptomycesisolateR1_05231	CDS	588				hypothetical protein
53965_StreptomycesisolateR1_05232	CDS	576	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
53965_StreptomycesisolateR1_05233	CDS	558				UPF0312 protein SA2479
53965_StreptomycesisolateR1_05234	CDS	2364	xly	4.2.2.12		Xanthan lyase
53965_StreptomycesisolateR1_05235	CDS	1584	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
53965_StreptomycesisolateR1_05236	CDS	198				hypothetical protein
53965_StreptomycesisolateR1_05237	CDS	582				hypothetical protein
53965_StreptomycesisolateR1_05238	CDS	573				hypothetical protein
53965_StreptomycesisolateR1_05239	CDS	423			COG2018	Serine protease inhibitor Rv3364c
53965_StreptomycesisolateR1_05240	CDS	3087				hypothetical protein
53965_StreptomycesisolateR1_05241	tRNA	91				tRNA-His(gtg)
53965_StreptomycesisolateR1_05242	CDS	576				hypothetical protein
53965_StreptomycesisolateR1_05243	CDS	399				hypothetical protein
53965_StreptomycesisolateR1_05244	CDS	423			COG2018	Serine protease inhibitor Rv3364c
53965_StreptomycesisolateR1_05245	CDS	3984				hypothetical protein
53965_StreptomycesisolateR1_05246	CDS	177				hypothetical protein
53965_StreptomycesisolateR1_05247	CDS	777				hypothetical protein
53965_StreptomycesisolateR1_05248	CDS	1485	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
53965_StreptomycesisolateR1_05249	CDS	804	gph_6	3.1.3.18		Phosphoglycolate phosphatase
53965_StreptomycesisolateR1_05250	tRNA	73				tRNA-Gln(ctg)
53965_StreptomycesisolateR1_05251	tRNA	74				tRNA-Glu(ctc)
53965_StreptomycesisolateR1_05252	tRNA	74				tRNA-Glu(ctc)
53965_StreptomycesisolateR1_05253	tRNA	73				tRNA-Gln(ctg)
53965_StreptomycesisolateR1_05254	tRNA	74				tRNA-Glu(ctc)
53965_StreptomycesisolateR1_05255	CDS	645				hypothetical protein
53965_StreptomycesisolateR1_05256	CDS	573				hypothetical protein
53965_StreptomycesisolateR1_05257	CDS	717	rhmR		COG1414	Uncharacterized HTH-type transcriptional regulator RhmR
53965_StreptomycesisolateR1_05258	CDS	1431	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
53965_StreptomycesisolateR1_05259	CDS	594	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
53965_StreptomycesisolateR1_05260	CDS	231				hypothetical protein
53965_StreptomycesisolateR1_05261	CDS	657	ihfB			Integration host factor subunit beta
53965_StreptomycesisolateR1_05262	CDS	240				hypothetical protein
53965_StreptomycesisolateR1_05263	CDS	639	cofC_2	2.7.7.68	COG1920	2-phospho-L-lactate guanylyltransferase
53965_StreptomycesisolateR1_05264	CDS	786				hypothetical protein
53965_StreptomycesisolateR1_05265	CDS	1011	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
53965_StreptomycesisolateR1_05266	CDS	1170	ddl_2	6.3.2.4	COG1181	D-alanine--D-alanine ligase
53965_StreptomycesisolateR1_05267	tRNA	98				tRNA-Asp(gtc)
53965_StreptomycesisolateR1_05268	CDS	969	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
53965_StreptomycesisolateR1_05269	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
53965_StreptomycesisolateR1_05270	CDS	306				hypothetical protein
53965_StreptomycesisolateR1_05271	CDS	186	rpmB_2		COG0227	50S ribosomal protein L28
53965_StreptomycesisolateR1_05272	CDS	1716				Uncharacterized protein SA1069
53965_StreptomycesisolateR1_05273	CDS	2220	recG	3.6.4.12		ATP-dependent DNA helicase RecG
53965_StreptomycesisolateR1_05274	CDS	588	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
53965_StreptomycesisolateR1_05275	CDS	510	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
53965_StreptomycesisolateR1_05276	CDS	1116				hypothetical protein
53965_StreptomycesisolateR1_05277	CDS	654			COG1399	Uncharacterized protein Rv2926c
53965_StreptomycesisolateR1_05278	CDS	174	rpmF_2		COG0333	50S ribosomal protein L32
53965_StreptomycesisolateR1_05279	CDS	831	rnc	3.1.26.3	COG0571	Ribonuclease 3
53965_StreptomycesisolateR1_05280	CDS	861	fpg1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase 1
53965_StreptomycesisolateR1_05281	CDS	486				hypothetical protein
53965_StreptomycesisolateR1_05282	CDS	408				hypothetical protein
53965_StreptomycesisolateR1_05283	CDS	1212				hypothetical protein
53965_StreptomycesisolateR1_05284	CDS	282	acyP	3.6.1.7	COG1254	Acylphosphatase
53965_StreptomycesisolateR1_05285	CDS	213				hypothetical protein
53965_StreptomycesisolateR1_05286	CDS	3564	smc		COG1196	Chromosome partition protein Smc
53965_StreptomycesisolateR1_05287	CDS	1326	xylE			D-xylose-proton symporter
53965_StreptomycesisolateR1_05288	CDS	921	fabH_4	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
53965_StreptomycesisolateR1_05289	CDS	1749		6.2.1.-		Long-chain-fatty-acid--AMP ligase FadD26
53965_StreptomycesisolateR1_05290	CDS	384				hypothetical protein
53965_StreptomycesisolateR1_05291	CDS	795				hypothetical protein
53965_StreptomycesisolateR1_05292	CDS	927	desA1_2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
53965_StreptomycesisolateR1_05293	CDS	921	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
53965_StreptomycesisolateR1_05294	CDS	1593	lcfB_5	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
53965_StreptomycesisolateR1_05295	CDS	1251				hypothetical protein
53965_StreptomycesisolateR1_05296	CDS	252	acpP_3			Acyl carrier protein
53965_StreptomycesisolateR1_05297	CDS	1230	fabF_4	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
53965_StreptomycesisolateR1_05298	CDS	1458				hypothetical protein
53965_StreptomycesisolateR1_05299	CDS	1209	ftsY		COG0552	Signal recognition particle receptor FtsY
53965_StreptomycesisolateR1_05300	CDS	672				hypothetical protein
53965_StreptomycesisolateR1_05301	CDS	1500				hypothetical protein
53965_StreptomycesisolateR1_05302	CDS	1347	amtB			Ammonia channel
53965_StreptomycesisolateR1_05303	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
53965_StreptomycesisolateR1_05304	CDS	2523	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
53965_StreptomycesisolateR1_05305	CDS	1692	srp54			Signal recognition particle 54 kDa protein
53965_StreptomycesisolateR1_05306	CDS	603				hypothetical protein
53965_StreptomycesisolateR1_05307	CDS	804				hypothetical protein
53965_StreptomycesisolateR1_05308	CDS	597				hypothetical protein
53965_StreptomycesisolateR1_05309	CDS	420	rpsP			30S ribosomal protein S16
53965_StreptomycesisolateR1_05310	CDS	240			COG1837	UPF0109 protein Rv2908c
53965_StreptomycesisolateR1_05311	CDS	567	rimM		COG0806	Ribosome maturation factor RimM
53965_StreptomycesisolateR1_05312	CDS	834	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
53965_StreptomycesisolateR1_05313	CDS	351	rplS		COG0335	50S ribosomal protein L19
53965_StreptomycesisolateR1_05314	CDS	798				hypothetical protein
53965_StreptomycesisolateR1_05315	CDS	1023				hypothetical protein
53965_StreptomycesisolateR1_05316	CDS	777				hypothetical protein
53965_StreptomycesisolateR1_05317	CDS	531				hypothetical protein
53965_StreptomycesisolateR1_05318	CDS	309				Uncharacterized protein Rv2901c
53965_StreptomycesisolateR1_05319	CDS	363				hypothetical protein
53965_StreptomycesisolateR1_05320	CDS	1632	comM		COG0606	Competence protein ComM
53965_StreptomycesisolateR1_05321	CDS	1512				hypothetical protein
53965_StreptomycesisolateR1_05322	CDS	843	sigD		COG1191	RNA polymerase sigma-D factor
53965_StreptomycesisolateR1_05323	CDS	540				hypothetical protein
53965_StreptomycesisolateR1_05324	CDS	504				hypothetical protein
53965_StreptomycesisolateR1_05325	CDS	897	rpsB		COG0052	30S ribosomal protein S2
53965_StreptomycesisolateR1_05326	CDS	837	tsf		COG0264	Elongation factor Ts
53965_StreptomycesisolateR1_05327	CDS	759	pyrH	2.7.4.22	COG0528	Uridylate kinase
53965_StreptomycesisolateR1_05328	CDS	558	frr		COG0233	Ribosome-recycling factor
53965_StreptomycesisolateR1_05329	CDS	1176				hypothetical protein
53965_StreptomycesisolateR1_05330	CDS	1113	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
53965_StreptomycesisolateR1_05331	CDS	1086	thiB		COG4143	Thiamine-binding periplasmic protein
53965_StreptomycesisolateR1_05332	CDS	1662				hypothetical protein
53965_StreptomycesisolateR1_05333	CDS	1047	potA_1	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
53965_StreptomycesisolateR1_05334	CDS	129				hypothetical protein
53965_StreptomycesisolateR1_05335	CDS	705				hypothetical protein
53965_StreptomycesisolateR1_05336	CDS	1185				hypothetical protein
53965_StreptomycesisolateR1_05337	CDS	408				hypothetical protein
53965_StreptomycesisolateR1_05338	CDS	1410				hypothetical protein
53965_StreptomycesisolateR1_05339	CDS	777	btuD_22	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
53965_StreptomycesisolateR1_05340	CDS	1392		2.6.1.-	COG0161	Probable aminotransferase Rv3329
53965_StreptomycesisolateR1_05341	CDS	516				hypothetical protein
53965_StreptomycesisolateR1_05342	CDS	1440	prr_1	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
53965_StreptomycesisolateR1_05343	CDS	1200				hypothetical protein
53965_StreptomycesisolateR1_05344	CDS	717				hypothetical protein
53965_StreptomycesisolateR1_05345	CDS	1062		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
53965_StreptomycesisolateR1_05346	CDS	666				hypothetical protein
53965_StreptomycesisolateR1_05347	CDS	450				hypothetical protein
53965_StreptomycesisolateR1_05348	CDS	609				hypothetical protein
53965_StreptomycesisolateR1_05349	CDS	1536	prr_2	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
53965_StreptomycesisolateR1_05350	CDS	1248				hypothetical protein
53965_StreptomycesisolateR1_05351	CDS	1176	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
53965_StreptomycesisolateR1_05352	CDS	930				hypothetical protein
53965_StreptomycesisolateR1_05353	CDS	801	ydcV			Inner membrane ABC transporter permease protein YdcV
53965_StreptomycesisolateR1_05354	CDS	1428	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
53965_StreptomycesisolateR1_05355	CDS	468				hypothetical protein
53965_StreptomycesisolateR1_05356	CDS	1833		3.2.1.14		Exochitinase 1
53965_StreptomycesisolateR1_05357	CDS	708				hypothetical protein
53965_StreptomycesisolateR1_05358	CDS	774				hypothetical protein
53965_StreptomycesisolateR1_05359	CDS	1335	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase
53965_StreptomycesisolateR1_05360	CDS	2427				hypothetical protein
53965_StreptomycesisolateR1_05361	CDS	1650				hypothetical protein
53965_StreptomycesisolateR1_05362	CDS	1446	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
53965_StreptomycesisolateR1_05363	CDS	1215	pimB_2	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
53965_StreptomycesisolateR1_05364	CDS	1131				hypothetical protein
53965_StreptomycesisolateR1_05365	CDS	1251				hypothetical protein
53965_StreptomycesisolateR1_05366	CDS	678	vraR_5		COG2197	Response regulator protein VraR
53965_StreptomycesisolateR1_05367	CDS	2853	xyl3A	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
53965_StreptomycesisolateR1_05368	CDS	1686	lipO		COG1653	Lipoprotein LipO
53965_StreptomycesisolateR1_05369	CDS	1038	yteP		COG4209	Uncharacterized multiple-sugar transport system permease YteP
53965_StreptomycesisolateR1_05370	CDS	975	araQ_11		COG0395	L-arabinose transport system permease protein AraQ
53965_StreptomycesisolateR1_05371	CDS	1971	bgaB	3.2.1.23		Beta-galactosidase bgaB
53965_StreptomycesisolateR1_05372	CDS	2229				hypothetical protein
53965_StreptomycesisolateR1_05373	CDS	723	celS	3.2.1.4		Endoglucanase S
53965_StreptomycesisolateR1_05374	CDS	1014	ccpA_7		COG1609	Catabolite control protein A
53965_StreptomycesisolateR1_05375	CDS	1950		1.3.-.-	COG1960	Probable acyl-CoA dehydrogenase FadE10
53965_StreptomycesisolateR1_05376	CDS	1257	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
53965_StreptomycesisolateR1_05377	CDS	1305	rip1	3.4.24.-		Zinc metalloprotease Rip1
53965_StreptomycesisolateR1_05378	CDS	1158	ispG_2	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
53965_StreptomycesisolateR1_05379	CDS	849				hypothetical protein
53965_StreptomycesisolateR1_05380	CDS	546				hypothetical protein
53965_StreptomycesisolateR1_05381	CDS	1704	proS	6.1.1.15	COG0442	Proline--tRNA ligase
53965_StreptomycesisolateR1_05382	CDS	1938				hypothetical protein
53965_StreptomycesisolateR1_05383	CDS	999				hypothetical protein
53965_StreptomycesisolateR1_05384	CDS	672	degU_12		COG2197	Transcriptional regulatory protein DegU
53965_StreptomycesisolateR1_05385	CDS	1605	oppA_2		COG4166	Oligopeptide-binding protein OppA
53965_StreptomycesisolateR1_05386	CDS	702	gph_7	3.1.3.18		Phosphoglycolate phosphatase
53965_StreptomycesisolateR1_05387	CDS	3513	metH	2.1.1.13	COG0646	Methionine synthase
53965_StreptomycesisolateR1_05388	CDS	765	gylR			Glycerol operon regulatory protein
53965_StreptomycesisolateR1_05389	CDS	795	glpF_2		COG0580	Probable glycerol uptake facilitator protein
53965_StreptomycesisolateR1_05390	CDS	1560	glpK_3	2.7.1.30	COG0554	Glycerol kinase
53965_StreptomycesisolateR1_05391	CDS	1617	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
53965_StreptomycesisolateR1_05392	CDS	999				hypothetical protein
53965_StreptomycesisolateR1_05393	CDS	1230	mshC_1	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
53965_StreptomycesisolateR1_05394	CDS	831				hypothetical protein
53965_StreptomycesisolateR1_05395	CDS	591				hypothetical protein
53965_StreptomycesisolateR1_05396	CDS	687	gpmA_4	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
53965_StreptomycesisolateR1_05397	CDS	1005	corA		COG0598	Cobalt/magnesium transport protein CorA
53965_StreptomycesisolateR1_05398	CDS	789				hypothetical protein
53965_StreptomycesisolateR1_05399	CDS	1056		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase Rv3520c
53965_StreptomycesisolateR1_05400	CDS	987	iolS_5	1.1.1.-	COG0667	Aldo-keto reductase IolS
53965_StreptomycesisolateR1_05401	CDS	2355	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
53965_StreptomycesisolateR1_05402	CDS	738				hypothetical protein
53965_StreptomycesisolateR1_05403	CDS	189				hypothetical protein
53965_StreptomycesisolateR1_05404	CDS	780				hypothetical protein
53965_StreptomycesisolateR1_05405	CDS	234				hypothetical protein
53965_StreptomycesisolateR1_05406	CDS	1332	dapE_6	3.5.1.18		Probable succinyl-diaminopimelate desuccinylase
53965_StreptomycesisolateR1_05407	tRNA	88				tRNA-Leu(gag)
53965_StreptomycesisolateR1_05408	CDS	375	ychJ		COG3012	UPF0225 protein YchJ
53965_StreptomycesisolateR1_05409	CDS	702				hypothetical protein
53965_StreptomycesisolateR1_05410	CDS	528		2.7.1.12	COG3265	Gluconokinase
53965_StreptomycesisolateR1_05411	CDS	1398	gntT		COG2610	High-affinity gluconate transporter
53965_StreptomycesisolateR1_05412	CDS	762	gno	1.1.1.-		Gluconate 5-dehydrogenase
53965_StreptomycesisolateR1_05413	CDS	1062	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
53965_StreptomycesisolateR1_05414	CDS	1539				hypothetical protein
53965_StreptomycesisolateR1_05415	CDS	948				hypothetical protein
53965_StreptomycesisolateR1_05416	CDS	1053				hypothetical protein
53965_StreptomycesisolateR1_05417	CDS	516	yfcD	3.6.-.-		Uncharacterized Nudix hydrolase YfcD
53965_StreptomycesisolateR1_05418	CDS	366	yidH		COG2149	Inner membrane protein YidH
53965_StreptomycesisolateR1_05419	CDS	330				hypothetical protein
53965_StreptomycesisolateR1_05420	CDS	1026				hypothetical protein
53965_StreptomycesisolateR1_05421	CDS	1215	bbsG_1	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
53965_StreptomycesisolateR1_05422	CDS	933	hdfR_7			HTH-type transcriptional regulator HdfR
53965_StreptomycesisolateR1_05423	CDS	594	kstR2			HTH-type transcriptional repressor KstR2
53965_StreptomycesisolateR1_05424	CDS	771	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
53965_StreptomycesisolateR1_05425	CDS	1263				hypothetical protein
53965_StreptomycesisolateR1_05426	tRNA	95				tRNA-Leu(gag)
53965_StreptomycesisolateR1_05427	CDS	603				hypothetical protein
53965_StreptomycesisolateR1_05428	CDS	762				hypothetical protein
53965_StreptomycesisolateR1_05429	CDS	528	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
53965_StreptomycesisolateR1_05430	CDS	462		4.2.1.17	COG2030	Probable enoyl-CoA hydratase 1
53965_StreptomycesisolateR1_05431	CDS	645				hypothetical protein
53965_StreptomycesisolateR1_05432	CDS	315				hypothetical protein
53965_StreptomycesisolateR1_05433	CDS	1152	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
53965_StreptomycesisolateR1_05434	CDS	651	tetR_2			Tetracycline repressor protein class E
53965_StreptomycesisolateR1_05435	CDS	1320	rsbP	3.1.3.3	COG2208	Phosphoserine phosphatase RsbP
